id,city,country,year,gross_rental_yield_centre,gross_rental_yield_out,price_to_rent_centre,price_to_rent_out,affordability_index,qol_index,ppi_index,health_care_index,traffic_commute_index,pollution_index,climate_index,crime_index,safety_index,cost_of_living_index,rent_index,groceries_index,restaurant_price_index,local_ppi_index,y
752,Uppsala,Sweden,2022,3.222,3.265,4.133,4.406,3.054,5.541,4.36,6.943,3.633,0.972,3.953,3.679,5.279,3.477,2.117,3.164,2.956,3.095,17.309
753,Burgas,Bulgaria,2022,4.147,4.808,3.209,2.995,2.907,5.019,1.857,5.756,4.332,3.843,4.746,3.73,3.875,1.705,0.616,1.502,1.333,1.563,13.856
754,Genoa,Italy,2022,3.702,4.971,3.599,2.894,3.218,5.077,2.099,7.377,5.415,2.869,6.001,3.722,5.236,3.371,1.502,3.236,2.75,1.902,15.929
755,Heidelberg,Germany,2022,2.853,3.314,4.665,4.348,3.512,6.566,3.751,7.494,5.145,2.067,5.347,4.031,6.405,3.341,2.506,2.453,2.996,3.769,19.095
756,Dublin,Ireland,2022,5.15,6.506,2.583,2.212,2.973,5.101,3.329,5.321,6.245,2.232,5.425,4.625,4.331,3.661,4.751,2.959,3.225,3.017,21.664
757,Catania,Italy,2022,4.259,4.573,3.127,3.149,3.381,4.123,2.367,7.124,6.633,3.809,5.593,5.4,3.554,2.656,1.335,2.075,2.376,2.014,11.843
758,Mannheim,Germany,2022,2.733,2.623,4.867,5.489,3.332,6.159,3.249,8.766,4.843,1.387,5.788,3.662,6.03,3.166,1.734,2.386,2.532,3.506,17.575
759,Zurich,Switzerland,2022,2.785,2.77,4.78,5.2,3.659,7.184,5.282,7.651,5.092,0.977,5.147,1.501,7.461,6.078,5.274,6.331,5.13,4.786,22.613
760,Nantes,France,2022,2.374,2.558,5.614,5.624,3.577,4.517,3.734,8.6,6.927,3.692,5.377,5.373,3.581,3.664,2.868,3.451,3.005,4.191,8.03
761,Tartu,Estonia,2022,3.71,3.801,3.585,3.784,3.234,6.158,2.845,7.368,5.176,1.28,3.059,1.941,7.02,2.491,1.154,2.13,2.123,2.232,21.256
762,Bari,Italy,2022,3.599,3.931,3.703,3.658,3.463,4.454,2.996,6.74,4.885,3.266,5.188,4.677,4.279,2.899,1.381,2.478,2.539,2.396,12.679
763,Parma,Italy,2022,3.762,4.329,3.542,3.323,3.463,4.503,3.65,7.806,5.652,3.721,5.65,4.417,2.618,3.372,1.652,2.795,3.008,2.237,12.743
764,Tampere,Finland,2022,3.025,3.273,4.402,4.401,3.708,6.554,3.927,7.964,5.661,0.619,3.3,1.979,6.983,3.297,1.931,2.873,3.254,3.372,21.795
765,Birmingham,United Kingdom,2022,4.044,4.8,3.288,2.999,3.169,5.269,3.328,7.576,5.12,2.63,5.537,5.504,3.449,3.115,2.52,2.574,2.667,3.016,17.223
766,Espoo,Finland,2022,3.453,4.207,3.851,3.419,3.806,6.552,5.256,8.16,4.738,0.75,4.128,2.474,6.473,3.819,2.737,3.463,3.899,3.33,25.675
767,Braga,Portugal,2022,6.718,7.212,1.982,1.996,3.593,5.682,2.895,6.895,4.185,2.098,6.219,1.993,6.007,2.176,1.454,1.826,1.511,1.707,31.267
768,Reykjavik,Iceland,2022,4.516,5.247,2.947,2.744,2.858,6.491,3.045,6.923,3.065,0.818,4.346,1.947,7.015,4.521,3.523,4.274,4.094,2.76,25.857
769,Osijek,Croatia,2022,3.804,3.159,3.496,4.553,3.005,5.741,2.049,6.915,3.809,1.994,6.251,1.371,7.036,2.02,0.733,1.731,1.371,2.081,20.759
770,Toulouse,France,2022,2.836,2.997,4.688,4.8,3.822,4.076,3.764,7.833,6.146,2.87,5.15,4.276,4.68,3.546,1.884,3.502,3.075,3.321,11.247
771,Karlsruhe,Germany,2022,3.128,3.062,4.25,4.706,3.74,6.234,3.985,7.441,6.562,2.562,5.747,3.436,5.522,3.051,2.117,2.4,2.561,3.799,18.135
772,Valencia,Spain,2022,4.43,5.612,3.006,2.566,3.593,6.181,2.85,8.369,4.536,2.367,5.927,2.245,6.716,2.453,1.709,2.108,2.136,2.583,27.98
773,Ostrava,Czech Republic,2022,3.813,3.858,3.49,3.734,3.397,5.82,2.845,7.427,4.919,2.291,4.819,2.147,6.837,2.152,1.033,1.92,1.305,2.403,21.957
774,Nuremberg,Germany,2022,2.673,2.688,4.972,5.347,3.773,6.434,3.02,7.546,4.93,2.239,4.216,2.93,6.03,3.102,1.934,2.587,2.331,4.265,16.957
775,Manchester,United Kingdom,2022,4.284,3.752,3.11,3.839,3.414,5.313,3.716,8.106,6.304,2.887,5.492,5.012,3.942,3.387,2.66,2.797,3.387,3.368,16.822
776,Turin,Italy,2022,3.882,4.573,3.427,3.148,3.855,4.72,2.736,6.899,4.562,3.82,5.411,4.461,4.495,3.019,1.677,2.756,2.478,2.479,15.249
777,Cagliari,Italy,2022,3.959,5.125,3.361,2.807,3.61,4.175,2.288,7.1,4.868,3.472,5.585,3.303,5.656,3.059,1.409,2.706,2.611,2.127,17.147
778,Plovdiv,Bulgaria,2022,5.013,4.979,2.655,2.891,3.185,4.301,1.959,5.302,5.097,3.487,5.066,3.922,5.867,1.779,0.719,1.604,1.205,1.68,16.851
779,The Hague (Den Haag),Netherlands,2022,4.893,4.483,2.721,3.208,3.855,6.846,3.602,8.037,4.462,1.115,5.723,2.269,6.692,3.424,3.142,3.011,2.958,3.264,29.723
780,Bergen,Norway,2022,3.239,3.801,4.107,3.784,3.626,6.5,3.491,7.675,4.723,1.292,1.613,2.492,6.468,4.649,2.653,4.474,4.007,3.207,18.541
781,Delft,Netherlands,2022,3.822,4.004,3.484,3.598,3.626,7.097,3.743,8.653,3.741,1.011,5.645,2.437,7.25,3.36,2.317,3.069,2.443,3.38,28.198
782,Stavanger,Norway,2022,3.539,3.346,3.759,4.305,3.463,6.322,3.391,7.553,5.084,1.466,4.221,2.132,6.829,4.845,2.694,4.765,4.162,3.168,18.903
783,Malmo,Sweden,2022,3.41,4.175,3.899,3.451,3.773,5.782,3.591,7.038,4.176,0.897,4.769,5.077,3.878,3.416,2.031,3.139,3.059,3.129,17.264
784,Galway,Ireland,2022,5.93,5.49,2.245,2.623,3.365,6.956,3.53,5.107,6.304,2.112,5.74,2.601,6.36,3.587,3.031,3.15,3.007,2.653,25.893
785,Gent,Belgium,2022,4.473,4.264,2.973,3.373,3.887,5.476,3.92,8.084,4.91,3.421,5.243,2.26,6.701,3.241,2.079,2.798,2.972,2.854,23.752
786,Trieste,Italy,2022,3.487,4.24,3.813,3.394,3.887,3.688,2.483,7.814,6.441,3.951,5.861,2.211,6.75,3.318,1.377,3.002,2.828,2.324,16.158
787,Maribor,Slovenia,2022,3.813,3.801,3.49,3.782,3.577,6.041,2.944,6.603,3.808,1.335,4.524,1.675,6.983,2.392,1.09,2.061,1.679,2.508,23.174
788,Brussels,Belgium,2022,4.439,4.077,2.996,3.534,4.083,5.094,3.542,7.688,5.718,3.387,5.296,4.628,4.328,3.445,2.539,3.008,2.981,3.21,17.805
789,Arad,Romania,2022,3.727,3.395,3.568,4.236,2.973,5.081,2.2,5.606,6.1,3.502,4.615,2.928,7.196,1.597,0.478,1.52,0.967,1.879,14.718
790,Bern,Switzerland,2022,3.35,2.713,3.975,5.305,4.149,6.646,4.984,7.443,4.984,1.326,5.234,1.641,7.322,5.472,3.512,5.504,4.679,4.147,21.581
791,Brescia,Italy,2022,3.642,3.809,3.658,3.779,4.067,4.426,2.446,7.339,4.913,3.428,5.589,4.035,4.589,3.225,1.413,2.937,2.672,2.548,13.688
792,Aachen,Germany,2022,2.254,3.314,5.898,4.344,4.279,6.233,4.943,7.286,5.193,1.725,5.225,2.754,7.329,2.863,1.655,2.301,2.245,4.295,21.747
793,Grenoble,France,2022,3.522,3.379,3.781,4.264,4.345,4.891,4.077,7.93,6.838,3.018,5.061,4.74,4.216,3.366,1.629,3.356,2.587,3.008,13.968
794,Palermo,Italy,2022,4.147,4.751,3.212,3.031,4.116,4.864,2.355,8.497,6.37,3.582,5.312,4.031,4.926,2.685,1.121,2.302,2.016,2.172,17.72
795,Arhus,Denmark,2022,3.864,3.817,3.447,3.773,4.214,6.569,4.051,7.228,4.656,1.189,6.057,1.881,7.08,4.084,2.781,3.218,4.327,3.521,25.679
796,Groningen,Netherlands,2022,4.953,3.817,2.687,3.77,4.1,5.819,3.888,7.815,4.052,1.718,5.253,1.846,7.115,3.61,2.129,3.058,3.013,2.888,26.458
797,Eindhoven,Netherlands,2022,5.013,5.052,2.656,2.848,4.116,6.727,3.537,7.49,3.955,1.219,5.393,2.173,6.788,3.624,2.874,2.983,3.023,3.205,29.998
798,Rotterdam,Netherlands,2022,5.184,4.946,2.568,2.912,4.23,6.104,3.718,7.862,4.641,2.317,5.552,3.257,5.701,3.531,3.178,3.015,2.954,3.369,27.178
799,Aalborg,Denmark,2022,2.828,2.843,4.71,5.058,4.23,6.812,3.97,8.037,4.548,1.126,5.079,2.19,6.771,3.818,1.771,3.313,3.61,3.722,20.886
800,Padova,Italy,2022,4.876,4.914,2.732,2.931,4.328,4.079,3.455,8.578,5.788,3.577,6.107,4.853,4.23,3.007,1.677,2.426,2.708,2.457,19.087
801,Nijmegen,Netherlands,2022,4.696,4.37,2.835,3.291,4.214,6.001,4.534,8.32,4.25,0.932,5.761,3.238,6.761,3.603,2.383,3.061,3.082,3.19,28.254
802,Turku,Finland,2022,3.016,4.719,4.41,3.048,5.08,6.819,4.789,7.991,4.273,0.66,3.096,3.379,6.65,3.662,1.799,3.309,3.457,3.57,25.302
803,Cork,Ireland,2022,6.486,6.652,2.052,2.164,4.443,6.024,3.436,5.834,5.342,1.58,5.671,3.245,5.714,3.527,3.247,2.912,3.175,3.114,29.503
804,Antwerp,Belgium,2022,4.559,4.451,2.92,3.235,5.047,5.634,3.673,8.303,5.922,3.205,5.396,3.259,5.7,3.304,1.965,2.862,2.942,3.328,23.572
805,Best,Netherlands,2022,5.758,5.255,2.313,2.74,5.619,6.664,3.505,6.49,5.276,2.056,5.308,2.45,6.12,3.016,2.14,2.759,2.568,3.585,29.914
806,Limerick,Ireland,2022,9.52,9.429,1.398,1.526,7.219,5.946,4.277,5.319,6.002,1.629,5.527,3.531,5.427,3.432,3.065,2.839,3.0,3.559,39.088
807,Edinburgh,United Kingdom,2017,3.779,3.809,3.298,3.546,1.486,7.169,4.076,8.313,3.182,0.849,4.401,2.597,6.363,3.336,2.346,2.897,2.906,3.694,25.117
808,Eindhoven,Netherlands,2017,4.798,5.312,2.774,2.607,2.662,7.023,4.753,9.008,4.692,1.119,3.215,2.27,6.691,3.255,2.278,2.515,3.159,4.307,31.231
809,Cork,Ireland,2017,4.601,7.058,1.914,2.044,3.675,6.699,4.753,6.388,6.104,1.009,4.425,2.902,6.057,3.436,2.628,2.848,2.96,4.307,31.118
810,Leeds,United Kingdom,2017,3.419,3.963,5.632,2.519,2.091,6.364,4.322,8.152,5.1,2.098,4.48,3.879,5.078,3.032,1.924,2.614,2.667,3.917,19.12
811,Glasgow,United Kingdom,2017,3.35,4.028,4.717,4.652,1.486,6.279,4.21,9.016,6.971,1.633,4.315,4.227,4.73,3.191,2.146,2.703,2.986,3.815,16.468
812,Manchester,United Kingdom,2017,2.922,1.957,3.962,3.24,1.993,5.521,3.947,7.909,6.474,2.849,4.679,4.756,4.2,3.198,2.162,2.621,3.08,3.577,12.435
813,Banja Luka,Bosnia And Herzegovina,2017,2.871,3.005,4.492,4.856,1.748,5.392,2.085,5.331,4.159,2.633,4.89,2.446,6.515,1.607,0.487,1.325,0.934,1.889,12.525
814,Cork,Ireland,2018,5.938,6.66,2.288,2.542,5.063,6.762,4.296,6.239,5.482,0.865,5.711,2.611,6.349,3.839,3.043,3.131,3.556,3.893,32.869
815,Leeds,United Kingdom,2018,4.319,3.695,2.989,4.114,2.809,6.246,4.46,8.336,4.984,2.43,5.364,3.628,5.33,3.47,2.308,2.869,3.561,4.041,21.888
816,Manchester,United Kingdom,2018,3.642,3.663,4.807,4.628,1.699,5.376,4.025,7.982,6.325,2.947,5.513,5.0,3.955,3.573,2.351,2.933,3.326,3.647,11.849
817,Cork,Ireland,2019,5.124,4.694,2.86,1.797,1.356,6.674,4.098,5.63,5.058,1.004,5.671,2.698,6.262,3.355,2.892,2.716,2.939,3.714,26.209
818,Glasgow,United Kingdom,2019,3.625,4.743,4.905,3.658,2.336,6.554,4.508,8.697,5.605,1.635,5.355,4.013,4.944,2.976,2.038,2.393,2.893,4.085,21.575
819,The Hague (Den Haag),Netherlands,2019,4.79,4.394,2.948,3.135,4.769,6.473,3.791,8.112,6.491,1.411,5.723,2.632,6.328,3.539,2.727,2.826,3.282,3.435,27.716
820,Cologne,Germany,2019,3.008,2.818,5.014,4.043,2.401,6.337,5.094,7.93,5.865,2.155,5.36,3.694,5.264,3.112,2.107,2.466,2.561,4.616,18.791
821,Bristol,United Kingdom,2019,4.344,5.628,4.022,3.236,2.907,6.325,4.536,7.551,4.313,2.265,5.591,4.432,6.038,3.199,2.632,2.475,3.249,4.111,24.695
822,Leeds,United Kingdom,2019,3.196,3.915,2.866,3.764,2.891,6.259,4.604,8.649,4.965,2.559,5.343,3.813,5.145,3.015,1.994,2.384,3.086,4.172,22.262
823,Birmingham,United Kingdom,2019,3.83,3.736,3.646,5.055,2.091,5.627,3.915,7.603,5.608,2.42,5.537,4.981,3.974,2.921,2.178,2.282,2.987,3.548,14.809
824,Nizhny Novgorod,Russia,2019,3.487,5.312,2.638,3.256,1.339,5.426,1.594,8.648,4.068,1.769,2.875,2.173,6.788,1.702,1.367,1.214,1.335,1.209,21.761
825,Manchester,United Kingdom,2019,3.522,3.59,5.305,4.826,2.744,5.276,3.928,8.011,6.27,3.032,5.492,4.993,3.962,3.135,2.22,2.356,3.221,3.559,12.343
826,Belfast,United Kingdom,2020,3.145,3.492,4.79,2.791,2.368,6.377,3.779,7.343,5.859,1.433,5.738,3.632,5.326,2.865,1.906,2.413,2.781,3.425,18.992
827,Glasgow,United Kingdom,2020,3.128,3.322,5.308,3.593,4.214,6.167,3.929,8.353,5.318,1.934,5.355,3.89,5.068,3.05,2.017,2.407,2.943,3.56,19.327
828,Leeds,United Kingdom,2020,2.939,4.313,4.259,3.394,4.737,6.062,4.16,8.475,5.04,2.595,5.343,3.844,5.113,3.003,2.056,2.405,2.702,3.77,22.128
829,Belfast,United Kingdom,2021,3.162,4.134,4.624,3.258,3.234,6.235,3.426,7.396,5.854,1.519,5.738,3.573,5.385,3.048,1.98,2.644,2.752,3.105,19.279
830,Dusseldorf,Germany,2021,2.871,3.33,4.436,4.596,3.528,6.224,3.653,7.457,4.684,1.792,5.456,2.775,6.185,3.351,2.355,2.48,2.703,3.311,19.759
831,Leeds,United Kingdom,2021,2.725,3.777,3.815,3.965,3.022,5.943,3.633,8.514,4.86,2.532,5.343,3.775,5.182,3.047,2.261,2.463,2.759,3.293,18.847
832,Belfast,United Kingdom,2022,3.916,3.882,2.673,3.972,3.691,6.273,3.728,7.481,6.015,1.507,5.738,3.938,5.019,3.045,1.989,2.685,2.865,3.379,21.309
833,Liverpool,United Kingdom,2022,2.708,2.591,5.747,4.0,2.842,6.176,3.666,8.837,5.044,1.675,5.74,4.211,4.746,3.306,1.993,2.623,3.356,3.322,15.301
834,Leeds,United Kingdom,2022,3.873,4.524,4.523,3.954,2.94,5.75,3.601,8.514,4.86,2.493,5.343,3.91,5.047,3.129,2.32,2.612,2.931,3.263,19.293
835,Naples,Italy,2017,3.419,4.264,4.122,3.612,1.437,3.158,2.859,6.86,6.896,3.803,5.419,5.487,3.467,3.059,1.541,2.944,2.205,1.449,5.058
836,Marseille,France,2017,3.213,3.85,6.317,3.488,3.381,4.808,3.742,7.645,5.757,3.499,5.757,5.355,3.599,2.925,1.591,2.752,2.164,3.663,11.45
837,Catania,Italy,2017,3.282,3.184,3.885,3.676,2.564,4.628,2.536,5.954,5.502,3.986,6.133,5.338,3.616,3.864,2.861,3.147,3.197,2.52,7.54
838,Bari,Italy,2017,2.793,4.101,4.154,2.944,3.054,4.822,3.106,7.609,5.295,3.235,5.604,5.03,3.924,2.853,1.168,2.358,2.372,2.234,12.384
839,Birmingham,United Kingdom,2017,3.068,3.988,5.022,4.484,2.842,6.352,4.392,7.902,6.257,1.287,5.006,4.57,4.385,2.984,1.996,2.393,2.72,3.58,16.976
840,Arendal,Norway,2017,2.888,2.916,4.273,4.28,2.532,5.827,4.766,7.414,6.228,1.296,3.862,4.467,4.489,4.708,2.235,4.814,4.735,3.689,11.774
841,Kaunas,Lithuania,2017,3.693,3.59,4.253,4.25,1.339,6.367,2.313,7.07,3.945,1.538,3.576,4.422,4.534,2.139,0.765,1.672,1.568,1.846,13.111
842,Tromso,Norway,2017,3.496,2.924,3.689,5.009,2.385,5.408,3.321,7.985,6.327,1.307,3.056,4.345,4.611,4.72,2.782,4.651,4.019,4.503,12.375
843,Belfast,United Kingdom,2017,2.065,3.728,2.796,2.94,1.748,4.784,4.255,8.332,5.65,2.047,5.555,4.19,4.766,2.781,1.536,2.539,2.566,4.405,18.265
844,Nottingham,United Kingdom,2017,3.599,4.037,3.383,3.609,3.479,6.914,3.539,8.111,6.628,3.11,5.12,4.063,4.894,3.008,1.649,2.689,2.378,4.489,20.251
845,Karlsruhe,Germany,2017,2.733,2.851,5.135,5.523,3.169,6.494,4.057,8.117,4.015,2.352,3.516,3.929,5.028,3.096,1.936,2.228,2.767,4.636,16.239
846,Cardiff,United Kingdom,2017,4.01,4.962,4.533,4.411,2.221,5.698,4.077,8.553,6.809,0.8,5.471,3.649,5.309,2.957,1.881,2.573,2.637,3.882,20.969
847,Leipzig,Germany,2017,3.136,3.159,6.014,4.348,3.25,6.622,4.66,7.693,5.024,1.708,5.456,3.648,5.31,2.872,1.345,2.134,2.204,3.227,17.859
848,Toulouse,France,2017,2.631,3.5,3.473,5.579,2.793,5.335,3.349,7.439,6.763,3.546,5.579,3.645,5.312,3.413,1.831,3.119,2.976,3.948,12.843
849,Cagliari,Italy,2017,3.787,3.452,4.483,4.619,-0.31,4.414,2.007,7.694,5.313,4.118,5.519,3.629,5.328,3.528,1.547,3.04,2.862,1.812,6.506
850,Newcastle upon Tyne,United Kingdom,2017,2.588,4.451,5.458,3.068,2.728,6.275,3.862,9.163,6.693,2.363,5.752,3.604,5.354,2.948,1.837,2.306,2.747,4.03,19.85
851,Cologne,Germany,2017,2.965,2.77,4.601,5.009,3.152,5.873,4.041,7.302,5.871,1.392,5.275,3.543,5.415,3.08,1.964,2.346,2.494,4.367,17.506
852,Drammen,Norway,2017,3.11,2.932,4.326,4.335,3.512,5.956,3.022,7.346,4.397,1.277,5.572,3.538,5.42,5.015,2.494,4.498,4.565,3.518,14.875
853,Limerick,Ireland,2017,6.855,6.319,2.737,2.494,2.27,6.466,3.386,5.349,5.639,1.069,5.466,3.524,5.434,4.006,1.612,3.901,3.039,3.632,23.937
854,Lyon,France,2017,2.314,1.673,4.219,5.943,1.421,4.696,3.426,7.686,6.072,2.882,5.272,3.497,5.461,3.55,1.77,3.419,2.693,3.619,8.519
855,Liverpool,United Kingdom,2017,2.751,3.744,4.104,4.725,0.67,5.451,3.978,7.934,4.698,3.43,5.652,3.471,5.487,3.145,1.739,2.619,2.9,4.196,14.793
856,Lausanne,Switzerland,2017,2.408,2.794,5.847,5.119,3.544,6.472,5.115,7.195,5.635,1.194,5.082,3.304,5.655,5.454,4.174,5.348,4.62,4.335,15.514
857,Bremen,Germany,2017,2.468,2.656,4.769,5.213,2.875,6.055,4.864,7.347,5.733,2.164,6.051,3.214,5.745,2.776,1.508,1.919,2.406,5.524,18.902
858,Bristol,United Kingdom,2017,3.839,4.613,3.096,3.738,1.094,4.416,4.223,7.572,5.871,3.533,5.675,3.174,5.785,3.266,2.753,2.856,3.01,3.412,17.869
859,Sheffield,United Kingdom,2017,3.222,3.777,3.838,4.232,1.65,6.14,3.193,7.265,6.047,0.988,5.289,3.078,5.881,3.022,1.744,2.556,2.993,3.831,18.392
860,The Hague (Den Haag),Netherlands,2017,5.578,4.272,3.369,2.979,3.953,6.559,3.207,8.01,5.121,1.114,4.377,2.986,5.973,3.583,2.829,2.839,3.215,3.198,26.149
861,Brighton,United Kingdom,2017,4.353,4.638,5.256,4.177,2.287,6.578,4.433,8.435,4.944,1.319,5.604,2.851,6.109,3.469,3.026,2.969,3.26,2.921,22.923
862,Oulu,Finland,2017,2.271,3.671,5.831,5.462,6.468,6.886,4.47,7.568,5.315,0.731,3.058,2.816,6.143,3.733,1.564,3.635,3.1,3.579,19.551
863,Constanta,Romania,2017,4.636,3.33,3.41,3.515,0.915,4.754,2.102,6.388,4.765,3.921,3.794,2.575,6.386,1.651,0.808,1.514,1.361,2.218,14.542
864,Nuremberg,Germany,2017,2.579,2.981,5.522,5.11,1.797,6.471,4.152,8.163,3.868,1.424,4.619,2.499,6.461,2.95,1.709,2.225,2.543,5.181,19.981
865,Galway,Ireland,2017,6.152,3.704,2.574,2.274,3.691,5.927,3.257,6.489,6.617,0.81,4.076,2.461,6.499,3.276,2.332,2.79,2.749,4.498,27.114
866,Gent,Belgium,2017,4.824,4.24,2.65,3.086,4.639,5.857,3.398,7.822,5.432,3.313,5.211,2.286,6.675,3.637,1.876,3.331,3.21,3.356,24.334
867,Groningen,Netherlands,2017,4.413,4.386,2.867,3.089,4.083,6.403,4.972,8.4,4.451,1.502,5.262,2.19,6.771,3.207,2.048,2.674,2.972,3.796,30.0
868,Norwich,United Kingdom,2017,4.661,3.996,4.623,4.443,3.495,5.165,3.784,8.294,7.909,0.539,5.556,2.182,6.779,3.198,1.833,2.516,2.887,3.131,22.275
869,Stuttgart,Germany,2017,2.819,2.867,5.173,5.579,2.777,6.026,4.803,8.445,5.023,1.974,4.243,1.995,6.967,3.069,2.233,2.316,2.547,4.764,21.09
870,Coimbra,Portugal,2017,5.51,5.141,3.52,2.76,1.813,5.357,1.966,7.539,4.76,2.082,6.059,1.985,6.976,2.201,1.003,1.784,1.474,2.558,24.335
871,Trieste,Italy,2017,2.699,4.451,4.195,3.254,3.12,4.185,2.592,7.007,7.26,3.781,5.298,1.923,7.038,3.757,1.47,3.27,3.164,2.666,14.12
872,Peterborough,United Kingdom,2017,2.605,3.63,2.436,2.839,2.499,6.657,3.478,8.571,6.466,1.779,5.693,1.862,7.1,3.178,1.917,2.918,2.803,3.35,24.466
873,Bern,Switzerland,2017,2.751,2.729,5.547,5.071,3.577,7.096,4.655,7.551,5.172,1.356,4.798,1.817,7.145,5.436,3.437,5.431,4.398,3.713,18.325
874,Dresden,Germany,2017,2.511,2.908,3.633,3.642,3.185,5.902,3.908,7.674,5.367,2.5,3.784,1.764,7.198,2.795,1.436,2.144,1.911,4.529,22.098
875,Aalborg,Denmark,2017,3.085,4.012,3.962,4.854,3.92,6.756,4.427,7.143,4.598,1.239,5.629,1.759,7.203,3.8,1.833,2.993,3.708,3.636,23.566
876,Tampere,Finland,2017,2.759,2.981,4.615,4.5,2.744,6.517,3.786,7.808,5.1,0.765,4.249,1.752,7.21,3.465,1.892,2.892,3.274,3.809,20.901
877,Heidelberg,Germany,2017,2.905,2.802,5.385,4.177,3.691,6.654,4.449,7.876,4.505,1.674,5.667,1.464,7.499,3.159,2.277,2.49,2.472,5.402,25.796
878,Arhus,Denmark,2017,3.787,4.321,3.354,4.798,3.74,6.414,4.298,8.061,4.163,1.273,4.831,1.432,7.531,3.793,2.205,2.779,3.911,3.886,26.582
879,Basel,Switzerland,2017,3.128,2.631,5.028,5.012,2.76,7.017,5.405,7.719,5.335,1.187,5.258,1.415,7.548,6.047,3.894,6.312,4.665,3.769,19.655
880,Marseille,France,2018,2.236,2.721,4.734,5.594,2.336,4.414,3.12,7.806,5.706,3.761,5.387,5.757,3.196,3.226,1.821,2.879,2.693,3.843,5.476
881,Naples,Italy,2018,3.745,3.655,3.51,4.452,4.459,4.86,2.006,7.686,5.24,4.225,5.845,5.215,3.739,3.295,1.511,3.09,2.443,2.212,10.712
882,Catania,Italy,2018,3.265,3.574,4.278,2.958,4.034,4.554,1.858,7.276,6.573,3.448,5.934,5.2,3.754,3.357,1.787,2.741,2.74,2.173,9.974
883,Kristiansand,Norway,2018,3.967,3.606,3.556,4.697,2.662,5.809,3.811,7.518,5.172,1.38,4.955,5.029,3.925,4.816,2.541,4.45,4.138,3.077,13.035
884,Birmingham,United Kingdom,2018,2.768,3.712,3.779,2.208,2.777,5.603,4.231,8.563,5.058,1.57,5.824,4.727,4.228,3.316,2.252,2.653,3.09,3.918,19.963
885,Tromso,Norway,2018,3.402,3.054,4.251,3.474,2.352,5.886,3.636,7.855,4.969,1.336,4.476,4.695,4.261,4.988,3.213,4.577,4.488,3.502,13.638
886,Bremen,Germany,2018,2.819,3.671,5.935,5.182,2.385,6.21,3.493,7.456,5.106,1.928,4.434,4.519,4.437,3.4,1.692,2.751,2.719,4.836,12.964
887,Cologne,Germany,2018,2.348,3.232,5.611,5.175,2.483,6.758,4.726,8.178,5.152,2.348,4.972,4.339,4.617,3.428,2.265,2.603,2.863,4.833,15.716
888,Kaunas,Lithuania,2018,3.025,3.379,3.45,4.03,2.466,5.76,2.348,7.701,3.68,1.458,2.388,4.1,4.857,2.434,0.943,1.911,1.774,2.138,14.657
889,Glasgow,United Kingdom,2018,1.628,5.027,4.039,4.19,1.274,5.946,4.213,7.902,4.163,1.622,5.702,4.002,4.955,3.441,2.141,2.876,3.078,4.577,18.162
890,Belfast,United Kingdom,2018,4.301,3.988,5.193,4.489,3.92,7.16,4.031,8.204,3.987,1.492,4.93,3.892,5.065,3.185,1.805,2.84,3.065,3.808,21.55
891,Toulouse,France,2018,2.742,3.289,6.977,4.225,3.332,4.015,3.382,8.005,4.863,3.345,5.424,3.744,5.214,3.837,1.901,3.621,3.189,4.195,10.823
892,Nottingham,United Kingdom,2018,4.233,3.947,1.521,4.243,4.737,6.481,3.983,8.188,5.131,2.22,5.511,3.611,5.346,3.519,1.888,3.065,2.914,3.968,24.858
893,Lund,Sweden,2018,3.685,3.411,3.865,3.378,3.74,6.014,4.011,6.86,3.398,1.159,5.238,3.588,5.37,3.677,2.061,3.502,3.099,4.528,21.633
894,Liverpool,United Kingdom,2018,3.487,3.793,3.705,2.717,2.564,4.499,4.258,8.677,6.101,2.417,5.168,3.523,5.435,3.22,1.901,2.429,3.041,4.284,20.115
895,Limerick,Ireland,2018,5.287,5.905,2.227,2.527,4.802,6.117,3.582,5.682,6.089,1.864,5.897,3.498,5.46,4.295,2.11,4.053,3.21,3.464,24.27
896,Nuremberg,Germany,2018,2.322,3.297,5.941,5.411,2.94,5.948,5.361,7.871,5.109,2.643,4.953,3.489,5.469,3.361,1.91,2.596,2.771,4.702,16.214
897,Cardiff,United Kingdom,2018,2.793,4.28,4.54,3.36,2.515,5.816,3.74,8.008,6.447,2.33,5.243,3.469,5.489,3.312,2.156,3.054,2.813,4.048,18.298
898,Newcastle upon Tyne,United Kingdom,2018,4.31,3.931,2.926,2.994,2.548,5.789,3.767,8.679,5.565,1.419,4.533,3.426,5.532,3.238,1.956,2.513,3.037,4.698,23.916
899,Trondheim,Norway,2018,3.402,3.549,2.937,3.197,2.368,5.489,4.2,7.411,6.486,1.225,4.235,3.019,5.94,5.29,3.228,4.813,5.216,3.993,17.772
900,Lausanne,Switzerland,2018,2.733,2.883,5.614,5.042,3.005,6.797,5.078,8.21,3.817,0.605,5.059,2.73,6.23,5.905,3.984,5.887,5.114,4.718,18.863
901,The Hague (Den Haag),Netherlands,2018,5.175,4.069,2.782,2.405,3.838,5.842,4.223,7.594,3.91,1.262,5.53,2.647,6.313,3.935,2.707,3.267,3.449,3.918,28.1
